mid_idx,mid_freq,fine_idx,fine_freq,cosine,difference
79,1624.5117,2007,1625.741475,0.5527482,-1.2297750000000178
80,1624.5117,2116,1618.057891,0.63441277,6.453809000000092
81,1624.5117,818,1617.384517,0.5884273,7.127183000000059
82,1618.6523,1938,1619.308865,0.7310049,-0.6565650000000005
83,1621.582,1803,1623.093833,0.6665032,-1.5118329999997968
84,1627.4414,300,1618.306389,0.6402991,9.13501099999985
85,1621.582,1495,1618.148054,0.699036,3.4339460000001054
86,1621.582,74,1625.114021,0.6170874,-3.532020999999986
87,1545.4102,2361,1623.912633,0.71952575,-78.50243299999988
88,1545.4102,1947,1618.092987,0.7489981,-72.68278699999996
89,1627.4414,1251,1626.251626,0.760043,1.189773999999943
90,1627.4414,316,1618.127382,0.59209913,9.314018000000033
91,1545.4102,1536,1618.375276,0.70247763,-72.96507599999995
92,1624.5117,1900,1621.117945,0.7109353,3.3937550000000556
93,1624.5117,881,1619.375258,0.6019307,5.136441999999988
94,1627.4414,933,1618.255775,0.6416178,9.185624999999845
95,1627.4414,1442,1626.107753,0.69184375,1.333646999999928
96,1615.7227,2225,1618.908313,0.49071613,-3.1856129999998757
97,1624.5117,1418,1621.800338,0.5756499,2.7113620000000083
98,1624.5117,626,1619.544539,0.70990324,4.967161000000033
99,1627.4414,1907,1618.487181,0.59174067,8.954218999999966
100,1621.582,477,1625.859277,0.8176774,-4.277276999999913
101,1545.4102,1853,1623.331751,0.84607136,-77.92155099999991
102,1621.582,1406,1620.618789,0.7477395,0.9632110000000011
103,1624.5117,530,1618.074632,0.3908432,6.437067999999954
104,1624.5117,2478,1619.71059,0.40329778,4.801110000000108
105,1621.5806,2948,1616.128338,0.6254768,5.452262000000019
106,1624.5117,934,1618.545189,0.7552947,5.966511000000082
107,1624.5117,1958,1625.378986,0.7019855,-0.8672859999999218
108,1545.4102,230,1622.189233,0.6939709,-76.77903300000003
109,1627.4414,1156,1625.684903,0.53429353,1.7564969999998539
110,1621.582,1944,1620.868958,0.76521176,0.7130420000000868
111,1545.4102,2255,1622.572712,0.7817716,-77.16251199999988
112,1545.4102,112,1621.920752,0.85370654,-76.51055199999996
113,1545.4102,2294,1623.999116,0.71089506,-78.58891599999993
114,1545.4102,1523,1623.12455,0.79360586,-77.71434999999997
115,1621.582,2315,1616.110076,0.5607412,5.471924000000172
116,1545.4102,1703,1623.375684,0.7880911,-77.96548400000006
117,1627.44,127,1620.791302,0.6211614,6.648697999999968
118,1627.44,868,1626.252467,0.52577835,1.1875330000000304
119,1621.582,1537,1625.193807,0.5027724,-3.611806999999999
120,1627.4414,2273,1619.089812,0.5251851,8.351587999999992
121,1618.6523,906,1618.797212,0.820855,-0.14491199999997662
122,1618.6523,2572,1626.24485,0.7320822,-7.592550000000074
123,1618.6523,2511,1623.642624,0.70530665,-4.990324000000101
124,1545.4102,946,1624.449134,0.79679054,-79.03893399999993
125,1618.6523,427,1623.538358,0.7881522,-4.886058000000048
126,1618.6523,1612,1624.790459,0.7843491,-6.138159000000087
127,1618.6523,1971,1625.757962,0.845029,-7.105661999999938
128,1618.6523,2703,1545.867192,0.78472465,72.78510800000004
129,1618.6523,854,1618.57171,0.69351566,0.08059000000002925
130,1618.6523,1860,1620.830985,0.7869293,-2.178685000000087
131,1618.6523,1618,1621.508072,0.8018061,-2.8557720000001154
132,1545.4102,2210,1618.693993,0.7460962,-73.28379300000006
133,1618.6523,1047,1619.872405,0.9010779,-1.2201050000001032
134,1618.6523,2806,1620.782853,0.7528359,-2.1305529999999635
135,1618.6523,1022,1618.221042,0.85917795,0.43125800000007075
136,1618.6523,696,1620.755031,0.81426,-2.102730999999949
137,1615.7227,2669,1618.87186,0.6802941,-3.149159999999938
138,1618.6509,2311,1625.505108,0.694301,-6.854207999999971
139,1618.6523,722,1622.913052,0.93613696,-4.260752000000139
140,1545.4102,138,1618.453046,0.8363471,-73.04284600000005
141,1618.6523,2574,1545.845208,0.8176253,72.80709200000001
142,1618.6523,121,1626.414819,0.8019838,-7.762519000000111
143,1618.6523,460,1626.422041,0.7822236,-7.769741000000067
144,1545.4102,819,1620.795652,0.63723063,-75.38545199999999
145,1618.6523,1147,1621.099806,0.6863402,-2.4475059999999758
146,1624.5117,2233,1621.638922,0.6277579,2.8727779999999257
147,1621.582,1453,1624.260193,0.6225851,-2.6781929999999647
148,1621.582,394,1623.021365,0.46086073,-1.4393649999999525
149,1624.5117,2552,1619.374003,0.79741055,5.1376970000001165
150,1624.5103,2120,1620.122077,0.6588668,4.388222999999925
151,1624.5117,1734,1622.813992,0.7461248,1.6977079999999205
152,1545.4102,338,1623.714938,0.6260907,-78.30473800000004
153,1621.582,2142,1619.541926,0.71270704,2.040074000000004
154,1624.5117,766,1617.281643,0.6319368,7.230056999999988
155,1621.582,1527,1618.171147,0.61420196,3.4108530000000883
156,1621.5806,297,1617.19304,0.63525826,4.387559999999894
157,1627.44,1891,1623.314411,0.4794383,4.125588999999991
158,1621.582,553,1615.345742,0.61562514,6.236258000000134
159,1545.4087,1094,1624.867915,0.7172818,-79.45921500000009
160,1627.4414,1440,1626.07907,0.801263,1.362329999999929
161,1545.4102,124,1625.413556,0.72698075,-80.00335599999994
162,1627.4414,903,1626.130996,0.6039403,1.310403999999835
163,1627.4414,751,1626.079075,0.7676645,1.362324999999828
164,1627.4414,1601,1623.108474,0.655024,4.332926000000043
165,1545.4087,1692,1621.095705,0.6979427,-75.687005
166,1627.44,1890,1545.021596,0.74293816,82.41840400000001
167,1615.7227,2347,1617.11403,0.6700677,-1.3913299999999253
168,1627.4414,1458,1620.482563,0.58911675,6.958836999999903
169,1627.4414,468,1621.259035,0.60776013,6.182364999999891
170,1545.4102,1025,1620.700201,0.77439,-75.29000100000007
171,1621.582,2101,1619.707114,0.72907996,1.8748860000000604
172,1627.44,1455,1545.196935,0.5647927,82.24306500000012
173,1618.6523,668,1627.386823,0.78179246,-8.734523000000081
174,1624.5117,276,1545.992506,0.7275593,78.51919399999997
175,1545.4102,1740,1624.939731,0.704037,-79.5295309999999
176,1545.4102,1743,1621.084741,0.67976683,-75.67454099999986
177,1545.4087,1304,1621.938055,0.76994467,-76.52935500000012
178,1621.582,2596,1617.383821,0.68440324,4.198179000000209
179,1624.5117,322,1615.335935,0.5996613,9.175764999999956
180,1621.582,2536,1619.564252,0.83874243,2.0177480000002106
181,1627.4414,1825,1545.066691,0.6525564,82.37470899999994
182,1545.4102,248,1626.091149,0.62554306,-80.68094900000006
183,1545.4102,554,1624.834648,0.8273016,-79.42444799999998
184,1621.582,2763,1622.246409,0.7619161,-0.6644089999999778
185,1621.582,432,1622.574703,0.561444,-0.9927029999998922
186,1545.4102,2658,1626.099781,0.6161001,-80.68958099999986
187,1621.582,2657,1616.656995,0.54414487,4.925005000000056
188,1627.44,2045,1615.487857,0.52126837,11.952142999999978
189,1624.5117,764,1623.748843,0.72917026,0.7628569999999399
190,1627.44,542,1626.272145,0.5989305,1.167855000000145
191,1618.6523,2888,1626.435727,0.8828138,-7.783427000000074
192,1618.6523,1574,1622.586619,0.7530777,-3.9343189999999595
193,1618.6523,987,1622.534146,0.71404254,-3.881845999999996
194,1618.6523,2708,1626.417683,0.7556658,-7.765382999999929
195,1618.6523,565,1623.498088,0.8919524,-4.845788000000084
196,1618.6523,791,1621.285628,0.85294497,-2.6333280000001196
197,1618.6523,631,1621.467046,0.8745574,-2.8147460000000137
198,1618.6523,2833,1618.132026,0.90242654,0.5202739999999721
199,1618.6523,797,1623.079176,0.8672577,-4.426875999999993
200,1545.4102,386,1621.1085,0.67696315,-75.69830000000002
201,1618.6523,1502,1624.4111,0.9353682,-5.758800000000065
202,1618.6523,1839,1620.776407,0.7938828,-2.1241070000000946
203,1618.6523,926,1621.416824,0.85110456,-2.7645239999999376
204,1618.6509,2744,1545.846109,0.81028825,72.80479100000002
205,1618.6523,2153,1620.861632,0.6801408,-2.2093320000001313
206,1612.793,843,1626.46183,0.7506023,-13.66883000000007
207,1545.4102,2322,1625.134215,0.68950516,-79.72401500000001
208,1621.5806,219,1545.019884,0.75645655,76.56071599999996
209,1545.4087,1045,1620.489565,0.6780921,-75.08086500000013
210,1545.4087,745,1623.280277,0.661471,-77.87157700000012
211,1621.582,1659,1618.391753,0.48505905,3.1902469999999994
212,1624.5117,1205,1620.164506,0.76480544,4.347193999999945
213,1545.4102,1506,1620.275284,0.8021815,-74.86508400000002
214,1618.6523,1705,1622.365843,0.7818692,-3.7135430000000724
215,1627.4414,2668,1624.994768,0.66949195,2.4466319999999087
216,1627.4414,2439,1624.994896,0.6034948,2.4465040000000045
217,1624.5117,2295,1615.356711,0.6697219,9.154989000000114
218,1621.582,940,1545.194934,0.623312,76.387066
219,1621.582,1069,1545.014771,0.6035048,76.567229
220,1545.4102,795,1619.217102,0.7869486,-73.80690200000004
221,1545.4102,1836,1622.780539,0.7343219,-77.37033900000006
222,1627.4414,2135,1620.397512,0.6945962,7.043887999999924
223,1545.4102,1350,1622.32017,0.66715103,-76.90996999999993
224,1624.5117,2461,1617.92375,0.57176405,6.587950000000092
225,1621.582,10,1545.980953,0.8718647,75.60104700000011
226,1618.6523,1914,1622.419417,0.60420895,-3.7671170000000984
227,1621.582,90,1622.162813,0.6707095,-0.5808129999998073
228,1621.582,1172,1621.73145,0.512319,-0.14944999999988795
229,1624.5117,1459,1618.966236,0.67490166,5.545464000000038
230,1624.5117,871,1626.247616,0.7789551,-1.7359160000000884
231,1624.5117,2647,1618.544865,0.6678993,5.966834999999946
232,1545.4087,1630,1623.453182,0.6789229,-78.04448200000002
233,1624.5117,2373,1615.370225,0.5500411,9.141475000000128
234,1545.4087,1277,1616.526847,0.7079854,-71.11814700000014
235,1545.4102,242,1619.187986,0.78654784,-73.77778599999988
236,1627.4414,2187,1626.089162,0.6441186,1.352237999999943
237,1545.4102,1991,1625.333833,0.7521231,-79.92363299999988
238,1621.5806,2471,1618.156174,0.67923135,3.4244260000000395
239,1545.4102,1605,1622.882415,0.7405534,-77.472215
240,1545.4102,634,1622.976436,0.7118282,-77.56623599999989
241,1621.582,2582,1622.836875,0.7998112,-1.2548749999998563
242,1621.582,2188,1623.651462,0.50750434,-2.0694619999999304
243,1624.5117,2170,1625.828664,0.54625833,-1.3169639999998708
244,1627.4414,1977,1618.303173,0.7381648,9.138226999999915
245,1627.44,2644,1625.826033,0.7657498,1.6139670000000024
246,1621.582,512,1624.419597,0.73507524,-2.8375969999999597
247,1621.582,1805,1545.358747,0.4934909,76.22325300000011
248,1545.4102,208,1623.255707,0.8087019,-77.845507
249,1627.4414,1,1624.058451,0.757463,3.382948999999826
250,1627.4414,1595,1622.129808,0.72498274,5.311592000000019
251,1545.4102,2819,1621.244453,0.7714743,-75.83425299999999
252,1545.4087,850,1619.886758,0.77616036,-74.47805800000015
253,1545.4102,431,1625.87406,0.76844984,-80.46386000000007
254,1618.6523,2831,1625.070785,0.6915346,-6.418484999999919
255,1618.6523,1473,1622.190985,0.88497126,-3.5386849999999868
256,1618.6523,2625,1621.679767,0.8943694,-3.027467000000115
257,1618.6523,748,1618.131953,0.9146059,0.5203469999999015
258,1618.6509,7,1621.058725,0.8046855,-2.4078250000000025
259,1618.6523,277,1619.851897,0.8176319,-1.1995970000000398
260,1618.6523,1399,1618.017389,0.72155493,0.6349109999998745
261,1618.6509,877,1620.866403,0.7461284,-2.2155029999998987
262,1618.6523,2177,1626.119668,0.6570284,-7.467368000000079
263,1618.6523,2648,1625.070873,0.7182058,-6.418572999999924
264,1545.4102,451,1620.542846,0.67059755,-75.13264600000002
265,1618.6523,1199,1620.297446,0.8992323,-1.645146000000068
266,1618.6523,2073,1625.018204,0.7495577,-6.3659040000000005
267,1618.6523,2260,1625.757102,0.92159945,-7.104802000000063
268,1621.582,405,1611.841042,0.797147,9.740958000000091
269,1621.5806,1466,1545.344406,0.65154785,76.23619400000007
270,1621.582,1349,1623.203502,0.6843241,-1.621501999999964
271,1545.4102,49,1618.242195,0.8041829,-72.831995
272,1545.4102,1261,1618.088328,0.81846267,-72.67812800000002
273,1624.5117,2546,1623.727547,0.6554231,0.7841530000000603
274,1627.4414,2734,1626.241889,0.5863066,1.1995110000000295
275,1545.4102,2181,1620.187674,0.8140665,-74.77747399999998
276,1618.6523,799,1618.058053,0.76473606,0.5942469999999958
277,1627.4414,256,1620.27425,0.69448775,7.167149999999992
278,1621.582,181,1545.366277,0.60737175,76.21572300000003
279,1545.4102,2234,1622.288975,0.7313694,-76.8787749999999
280,1627.4414,133,1618.120867,0.67712116,9.320532999999841
281,1621.582,1933,1618.966363,0.6048552,2.615637000000106
282,1621.582,2150,1617.165556,0.6649335,4.416444000000183
283,1624.5117,2220,1617.497195,0.54527193,7.014505000000099
284,1621.582,2035,1622.391175,0.6308691,-0.8091749999998683
285,1627.44,739,1545.021622,0.57941777,82.41837800000008
286,1618.6523,1577,1619.074367,0.60170615,-0.42206699999997
287,1624.5117,1587,1622.115509,0.8124423,2.3961910000000444
288,1545.4102,246,1623.103486,0.7510765,-77.69328599999994
289,1618.6523,1696,1622.430214,0.67975074,-3.7779140000000098
290,1624.5103,33,1616.560573,0.5642693,7.949726999999939
291,1621.582,592,1622.126034,0.7061356,-0.5440339999997832
292,1615.7227,2090,1623.830337,0.5292724,-8.107637000000068
293,1624.5117,1317,1624.188423,0.62516713,0.32327699999996184
294,1621.582,2876,1622.754646,0.74379325,-1.172645999999986
295,1621.582,2523,1619.680555,0.74395055,1.9014450000001943
296,1545.4102,2138,1625.757784,0.71372044,-80.34758399999987
297,1545.4102,1475,1621.065529,0.69686663,-75.65532899999994
298,1621.582,1176,1619.007594,0.63566905,2.574406000000181
299,1624.5103,1427,1616.565652,0.55162674,7.9446479999999156
300,1624.5103,1101,1618.080044,0.7504514,6.430255999999872
301,1627.4414,2040,1626.140215,0.9147474,1.3011850000000322
302,1545.4102,1153,1620.543363,0.6825061,-75.13316299999997
303,1621.582,1154,1616.874263,0.57407004,4.707737000000179
304,1627.4414,2889,1545.884008,0.7050165,81.55739199999994
305,1545.4102,979,1620.150866,0.89697266,-74.74066599999992
306,1624.5117,929,1625.338753,0.5828444,-0.8270529999999781
307,1627.4414,1049,1626.130161,0.65549636,1.3112389999998868
308,1545.4102,2400,1622.896445,0.8125673,-77.48624500000005
309,1624.5117,463,1620.591835,0.58975554,3.9198650000000725
310,1621.582,75,1620.696791,0.6185799,0.8852090000000317
311,1627.4414,2030,1626.072994,0.72154623,1.3684059999998226
312,1545.4102,1346,1621.415203,0.70872575,-76.00500299999999
313,1627.4414,1072,1625.445134,0.48568907,1.9962659999998777
314,1624.5117,2320,1616.021463,0.51941603,8.49023699999998
315,1618.6523,349,1620.486969,0.8631988,-1.8346690000000763
316,1618.6523,136,1626.46283,0.6927205,-7.8105299999999716
317,1618.6523,1394,1626.468392,0.7784616,-7.816092000000026
318,1618.6523,303,1625.167139,0.6978894,-6.514838999999938
319,1618.6523,2318,1621.473586,0.887903,-2.8212860000001
320,1618.6523,2606,1626.259533,0.72519517,-7.607232999999951
321,1618.6523,1961,1622.493091,0.71817786,-3.840791000000081
322,1618.6523,811,1622.981611,0.6769911,-4.3293109999999615
323,1618.6509,1974,1621.828389,0.868384,-3.177488999999923
324,1618.6523,523,1620.120046,0.7497593,-1.4677460000000337
325,1618.6509,619,1625.945724,0.88603705,-7.294823999999835
326,1618.6523,1083,1619.996594,0.80908966,-1.3442939999999908
327,1618.6509,2930,1624.041921,0.77183104,-5.39102099999991
328,1618.6523,1130,1623.797913,0.92206776,-5.145613000000139
329,1618.6523,2802,1622.926444,0.83428466,-4.274143999999978
330,1618.6523,1572,1624.932666,0.6613991,-6.280365999999958
331,1618.6523,602,1621.454802,0.72963417,-2.802502000000004
332,1545.4102,1324,1619.246883,0.8928621,-73.836683
333,1624.5117,1275,1623.14868,0.73789966,1.363020000000006
334,1624.5117,2371,1620.532243,0.7270108,3.979456999999911
335,1545.4102,2687,1616.757262,0.6964561,-71.34706200000005
336,1545.4102,1562,1625.689329,0.69463,-80.27912900000001
337,1624.5117,2732,1615.76478,0.81237364,8.746920000000046
338,1627.4414,11,1545.836479,0.537727,81.60492099999988
339,1545.4102,1256,1621.168827,0.70491135,-75.75862699999993
340,1627.4414,2398,1618.090058,0.58141506,9.351341999999931
341,1627.4414,2263,1626.073642,0.7242435,1.367757999999867
342,1545.4102,385,1623.081322,0.64901483,-77.67112199999997
343,1545.4102,2653,1623.125517,0.7222098,-77.71531699999991
344,1545.4087,1776,1620.708497,0.7138441,-75.29979700000013
345,1545.4102,1862,1620.797281,0.6903188,-75.38708100000008
346,1621.582,2223,1615.722656,0.60601825,5.859344000000192
347,1627.4414,480,1617.129464,0.54947126,10.311935999999832
348,1621.582,2754,1626.084591,0.596217,-4.5025909999999385
349,1627.4414,1704,1619.787432,0.6684817,7.65396799999985
350,1624.5117,2001,1624.708369,0.76197606,-0.19666899999992893
351,1545.4102,1225,1620.918967,0.75726795,-75.50876700000003
352,1621.582,1822,1619.55023,0.69870406,2.0317700000000514
353,1545.4102,927,1620.025132,0.79789615,-74.61493199999995
354,1621.582,2496,1619.328023,0.6684063,2.253977000000077
355,1621.582,1494,1545.40451,0.63709843,76.17749000000003
356,1545.4102,1488,1621.177733,0.70559573,-75.76753299999996
357,1545.4102,160,1620.07824,0.7221484,-74.66804000000002
358,1545.4102,1592,1620.6505,0.85562164,-75.24029999999993
359,1627.44,954,1619.468777,0.85463005,7.971223000000009
360,1624.5117,1274,1618.115304,0.46846622,6.396396000000095
361,1627.4414,2446,1620.263179,0.59594035,7.178220999999894
362,1627.4414,2425,1626.429286,0.6616408,1.0121139999998832
363,1624.5117,245,1626.248807,0.69281864,-1.7371069999999236
364,1545.4102,309,1618.384081,0.7545132,-72.97388099999989
365,1624.5117,1071,1618.180478,0.55792314,6.331222000000025
366,1545.4102,2848,1624.109164,0.6658434,-78.69896399999993
367,1545.4102,150,1625.687161,0.68483084,-80.27696100000003
368,1615.7227,2117,1619.122591,0.4777756,-3.399891000000025
369,1621.582,2111,1618.015009,0.836332,3.5669910000001437
370,1624.5117,292,1618.230147,0.849621,6.281553000000031
371,1627.4414,2185,1626.074776,0.69244593,1.3666240000000016
372,1624.5117,2837,1622.211236,0.7177361,2.30046399999992
373,1627.44,1815,1622.884172,0.4875258,4.5558280000000195
374,1545.4102,139,1619.663956,0.8335418,-74.25375600000007
375,1627.4414,2720,1622.298409,0.8149939,5.142990999999938
376,1545.4102,759,1620.291154,0.7049697,-74.88095399999997
377,1627.4414,1609,1622.260133,0.7005985,5.181266999999934
378,1624.5117,2580,1620.353356,0.67443925,4.158343999999943
379,1627.4414,521,1626.144319,0.5264985,1.2970809999999346
380,1618.6523,1014,1622.784872,0.66449136,-4.132571999999982
381,1627.4414,689,1619.195807,0.53832823,8.245592999999872
382,1627.4414,267,1618.295132,0.73290724,9.146267999999964
383,1627.4414,1231,1619.380237,0.6191231,8.061162999999851
384,1621.582,519,1620.947317,0.6453813,0.6346829999999954
385,1615.7227,1882,1626.113707,0.6999564,-10.391006999999945
386,1618.6523,1085,1622.422242,0.7547519,-3.7699420000001282
387,1618.6523,1624,1618.836089,0.9138185,-0.18378899999993337
388,1618.6523,1868,1623.237479,0.8832924,-4.5851789999999255
389,1618.6523,742,1621.491208,0.90946054,-2.8389079999999467
390,1618.6523,2934,1619.198416,0.8625874,-0.5461159999999836
391,1618.6509,2423,1626.425106,0.8954511,-7.774205999999822
392,1618.6523,2794,1627.441406,0.6896019,-8.789105999999947
393,1618.6523,961,1618.258076,0.78404367,0.39422399999989466
394,1618.6523,2922,1621.660799,0.9667971,-3.008499000000029
395,1618.6523,1509,1627.424592,0.6558417,-8.772292000000107
396,1618.6523,2203,1624.880131,0.74370855,-6.227830999999924
397,1618.6523,2916,1619.980568,0.87842375,-1.32826799999998
398,1618.6523,2274,1625.130253,0.746667,-6.4779530000000705
399,1545.4102,562,1620.288187,0.8208635,-74.87798700000008
400,1618.6523,2262,1622.276226,0.9020478,-3.623925999999983
401,1618.6523,1359,1620.36848,0.7720421,-1.7161800000001222
402,1618.6523,2175,1621.752332,0.8378068,-3.1000320000000556
403,1618.6509,959,1622.673788,0.8277867,-4.022887999999966
404,1618.6523,2028,1623.160514,0.6961474,-4.508213999999953
405,1618.6523,1657,1619.880354,0.9036013,-1.2280539999999291
406,1618.6523,1039,1622.266572,0.7051606,-3.614272000000028
407,1618.6523,2605,1622.740505,0.78849006,-4.088205000000016
408,1618.6523,2246,1622.470932,0.8533563,-3.8186319999999796
409,1618.6523,1441,1619.536252,0.82711244,-0.8839520000001357
410,1545.4102,2863,1620.464615,0.6715782,-75.05441500000006
411,1545.4102,399,1620.368131,0.68698674,-74.95793099999992
412,1621.582,2304,1623.792028,0.8297424,-2.2100279999999657
413,1627.4414,479,1622.084817,0.5300222,5.3565830000000005
414,1545.4102,2601,1618.074409,0.6974089,-72.66420900000003
415,1621.582,639,1623.268023,0.67539096,-1.6860229999999774
416,1545.4102,964,1622.77108,0.7004783,-77.36087999999995
417,1545.4087,3,1619.078139,0.62900585,-73.66943900000001
418,1621.582,1639,1615.219837,0.770663,6.36216300000001
419,1621.5806,1040,1619.040635,0.64528173,2.5399649999999383
420,1627.4414,534,1626.079509,0.55755305,1.3618910000000142
421,1545.4102,1053,1624.342506,0.8366347,-78.93230599999993
422,1627.4414,2520,1618.168468,0.6179112,9.272931999999855
423,1621.582,2563,1545.051414,0.6006292,76.53058600000008
424,1627.4414,255,1618.284392,0.6872654,9.157007999999905
425,1545.4102,2450,1619.649254,0.66747844,-74.2390539999999
426,1621.582,2783,1625.43691,0.5778065,-3.8549099999997907
427,1627.4414,2431,1545.171484,0.7981533,82.26991599999997
428,1627.4414,938,1625.774838,0.8343217,1.6665619999998853
429,1627.4414,1175,1545.096355,0.60930306,82.34504500000003
430,1624.5117,731,1620.523489,0.6845285,3.988211000000092
431,1545.4102,218,1619.551255,0.7936598,-74.14105500000005
432,1545.4102,653,1620.491121,0.7544022,-75.08092099999999
433,1545.4102,1048,1620.004652,0.69545436,-74.59445200000005
434,1545.4102,1627,1618.926326,0.7929962,-73.51612599999999
435,1621.5806,2599,1626.24394,0.5201059,-4.663340000000062
436,1624.5117,1927,1616.839944,0.71319854,7.671755999999959
437,1624.5117,1046,1616.969503,0.5933327,7.542196999999987
438,1627.44,2121,1626.101274,0.70460767,1.3387259999999515
439,1621.5806,1906,1616.477363,0.733339,5.1032370000000356
440,1624.5117,366,1618.288829,0.6817204,6.222870999999941
441,1627.4414,355,1622.182094,0.6094153,5.259305999999924
442,1545.4102,2352,1623.27393,0.7599187,-77.86373000000003
443,1545.4102,2399,1619.217206,0.75310105,-73.807006
444,1627.4414,2649,1619.429994,0.73043805,8.011405999999852
445,1621.582,1738,1618.232687,0.5361027,3.3493130000001656
